ID,Время начала,Время выполнения,Укажите ваш возраст:,Укажите ваш пол:,"Укажите ВУЗ, где вы учитесь:","0 - вуз мегаполисный, 1 - вуз региональный",Укажите профиль вашего образования:,"0 - гуманитарный, 1 - технический",Следите ли вы за политическими новостями?,"Считаете ли вы информацию, предоставляемую СМИ, достоверной?","Как вы думаете, оказывает ли владелец СМИ влияние на публикуемые материалы?",Как вы считаете СМИ в первую очередь действуют в интересах владельца или целевой аудитории?,Баллы — Как вы считаете СМИ в первую очередь действуют в интересах владельца или целевой аудитории?,"Сравниваете ли вы информацию в разных СМИ, если она вызывает у вас сомнения?",Доверяете ли вы экспертным мнениям в СМИ?,В поисках информации о политических событиях вы отдаёте предпочтение информации в СМИ или мнениям политиков в их личных микроблогах?,"Реагируете ли вы в социальных сетях и блогах на политические новости? ( комментируете, репостите, лайкаете и т.п.)",Слышали ли вы о медиаграмотности?,Слышали ли вы о фактчекинге?,Слышали ли вы о фейкньюз?,Пытаетесь ли вы найти первоисточник интересующей вас новости?,"Согласны ли вы, что СМИ при подаче новостей используют манипулятивные приёмы?","Как вы считаете политические ток-шоу на телевидении и на видеохостингах (60 минут, Навальный LIVE, Вечер с Владимиром Соловьёвым и т.д. и т.п.) носят серьёзный характер или это больше развлекатель...","Как вы считаете, подача информации в СМИ носит агрессивный характер?","Как вы считаете должны ли детей в школе учить разбираться в том, как отличать правдивую и ложную информацию в СМИ?"
543,2/18/21 15:54:35,2/18/21 15:57:07,20,Мужской,МГОГУ,0, технический,1,Скорее слежу,Затрудняюсь ответить,Скорее всего оказывает,Скорее в интересах владельца,,Затрудняюсь ответить,Не доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Слышал,Слышал,Слышал,Затрудняюсь ответить,Полностью согласен,"Скорее развлекательный, чем серьёзный",Затрудняюсь ответить,Не должны
544,2/18/21 16:04:44,2/18/21 16:08:59,18,Мужской,МГОТУ,0, технический,1,Постоянно слежу,Скорее cчитаю,Скорее всего оказывает,Скорее в интересах владельца,,Скорее да,Скорее доверяю,Затрудняюсь ответить,Скорее часто,Слышал,Слышал,Слышал,Скорее пытаюсь ,Полностью согласен,"Скорее развлекательный, чем серьёзный",Затрудняюсь ответить,"Да, должны"
545,2/18/21 16:06:21,2/18/21 16:10:50,20,Мужской,МГОТУ,0,скорее технический,1,Постоянно слежу,Скорее не считаю,Безусловно оказывает,Скорее в интересах владельца,,Всегда,Не доверяю,"Скорее СМИ, чем политикам",Скорее редко,Слышал,Слышал,Слышал,Скорее пытаюсь ,Скорее согласен,"Серьёзный характер, там обсуждаются важные вопросы",Всегда,"Скорее да, должны"
546,2/18/21 16:03:58,2/18/21 16:11:10,20,Мужской,МГОТУ,0, технический,1,Постоянно слежу,Затрудняюсь ответить,Скорее всего оказывает,Скорее в интересах владельца,,Всегда,Скорее не доверяю,Затрудняюсь ответить,Никогда,Слышал,Слышал,Слышал,Всегда пытаюсь,Скорее согласен,Затрудняюсь ответить,Иногда скорее агрессивный,"Да, должны"
547,2/18/21 16:10:56,2/18/21 16:14:23,19,Женский,МГОТУ,0, технический,1,Скорее слежу,Безусловно не считаю,Безусловно оказывает,Скорее в интересах владельца,,Всегда,Затрудняюсь ответить,"Скорее политикам, чем СМИ",Всегда,Затрудняюсь ответить,Затрудняюсь ответить,Слышал,Скорее пытаюсь ,Скорее согласен,"Скорее развлекательный, чем серьёзный",Иногда скорее агрессивный,Скорее не должны
548,2/18/21 16:12:36,2/18/21 16:15:58,20,Мужской,Мготу,0, технический,1,Постоянно слежу,Безусловно не считаю,Скорее всего оказывает,Только в интересах владельца,,Всегда,Скорее не доверяю,"Скорее политикам, чем СМИ",Затрудняюсь ответить,Слышал,Слышал,Слышал,Всегда пытаюсь,Полностью согласен,"Серьёзный характер, там обсуждаются важные вопросы",Иногда скорее агрессивный,"Да, должны"
549,2/18/21 16:17:17,2/18/21 16:20:01,22,Мужской,МГОТУ,0, технический,1,Постоянно не слежу,Затрудняюсь ответить,Скорее всего оказывает,Затрудняюсь ответить,,Скорее да,Затрудняюсь ответить,Затрудняюсь ответить,Скорее редко,Затрудняюсь ответить,Слышал,Слышал,Скорее не пытаюсь,Затрудняюсь ответить,Затрудняюсь ответить,Иногда скорее агрессивный,"Скорее да, должны"
550,2/18/21 16:20:43,2/18/21 16:22:43,21,Женский,МГОТУ,0, технический,1,Скорее слежу,Скорее не считаю,Безусловно оказывает,Скорее в интересах владельца,,Скорее да,Не доверяю,Затрудняюсь ответить,Скорее редко,Затрудняюсь ответить,Не слышал,Слышал,Скорее не пытаюсь,Полностью согласен,"Скорее серьёзный, чем развлекательный",Иногда скорее агрессивный,Не должны
551,2/18/21 16:17:54,2/18/21 16:23:18,18,Мужской,Мготу,0, технический,1,Постоянно слежу,Скорее не считаю,Безусловно оказывает,Только в интересах владельца,,Скорее да,Затрудняюсь ответить,Политикам,Всегда,Слышал,Слышал,Слышал,Всегда пытаюсь,Полностью согласен,"Скорее серьёзный, чем развлекательный",Всегда,Не должны
552,2/18/21 16:41:51,2/18/21 16:44:32,20,Мужской,МГОТУ,0, технический,1,Скорее слежу,Скорее cчитаю,Скорее всего оказывает,В большей степени в интересах целевой аудитории,,Скорее да,Скорее доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Не слышал,Слышал,Слышал,Скорее пытаюсь ,Скорее согласен,"Скорее развлекательный, чем серьёзный",Скорее неагрессивный,"Скорее да, должны"
553,2/18/21 16:43:55,2/18/21 16:47:20,20,Мужской,МГОТУ,0, технический,1,Постоянно слежу,Безусловно не считаю,Безусловно оказывает,Только в интересах владельца,,Нет,Не доверяю,Политикам,Никогда,Слышал,Слышал,Слышал,Скорее не пытаюсь,Полностью согласен,"Несерьёзный характер, там обсуждаются неважные вопросы",Всегда,"Да, должны"
554,2/18/21 16:49:50,2/18/21 16:53:14,25,Мужской,МГОТУ,0, технический,1,Скорее слежу,Затрудняюсь ответить,Безусловно оказывает,Скорее в интересах владельца,,Скорее да,Скорее не доверяю,Затрудняюсь ответить,Никогда,Затрудняюсь ответить,Слышал,Слышал,Затрудняюсь ответить,Полностью согласен,Затрудняюсь ответить,Иногда скорее агрессивный,"Скорее да, должны"
555,2/18/21 16:56:08,2/18/21 17:00:11,21,Мужской,МГОТУ,0, технический,1,Скорее слежу,Затрудняюсь ответить,Безусловно оказывает,Скорее в интересах владельца,,Скорее да,Скорее доверяю,Затрудняюсь ответить,Скорее редко,Слышал,Слышал,Слышал,Скорее пытаюсь ,Затрудняюсь ответить,"Скорее серьёзный, чем развлекательный",Скорее неагрессивный,"Да, должны"
556,2/18/21 17:01:50,2/18/21 17:04:18,22,Мужской,МГОТУ,0, технический,1,Постоянно слежу,Скорее не считаю,Безусловно оказывает,Скорее в интересах владельца,,Скорее да,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Не слышал,Слышал,Слышал,Мне всё равно,Скорее согласен,Затрудняюсь ответить,Затрудняюсь ответить,"Скорее да, должны"
557,2/18/21 17:13:58,2/18/21 17:17:02,19,Женский,ГБОУ ВО МО Технологический университет им. А.А. Леонова,0, технический,1,Скорее не слежу,Скорее не считаю,Безусловно оказывает,Скорее в интересах владельца,,Всегда,Затрудняюсь ответить,"Скорее политикам, чем СМИ",Никогда,Слышал,Слышал,Слышал,Скорее пытаюсь ,Полностью согласен,Затрудняюсь ответить,Иногда скорее агрессивный,"Да, должны"
558,2/18/21 17:13:51,2/18/21 17:17:33,19,Женский,МГОТУ,0, технический,1,Скорее не слежу,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,,Всегда,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Слышал,Слышал,Слышал,Всегда пытаюсь,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,"Да, должны"
559,2/18/21 17:15:11,2/18/21 17:18:44,18,Мужской,МГОТУ,0, технический,1,Постоянно слежу,Безусловно не считаю,Безусловно оказывает,Только в интересах владельца,,Всегда,Не доверяю,Политикам,Никогда,Слышал,Слышал,Слышал,Всегда пытаюсь,Полностью согласен,"Серьёзный характер, там обсуждаются важные вопросы",Всегда,"Да, должны"
560,2/18/21 17:17:25,2/18/21 17:21:38,18,Мужской,МГОТУ,0, технический,1,Скорее не слежу,Затрудняюсь ответить,Скорее всего оказывает,Скорее в интересах владельца,,Нет,Скорее не доверяю,Затрудняюсь ответить,Никогда,Не слышал,Слышал,Слышал,Скорее не пытаюсь,Скорее согласен,Затрудняюсь ответить,Иногда скорее агрессивный,"Скорее да, должны"
561,2/18/21 17:19:37,2/18/21 17:22:17,18,Женский, МГОТУ им. А. А. Леонова,0, технический,1,Постоянно не слежу,Затрудняюсь ответить,Безусловно оказывает,Затрудняюсь ответить,,Нет,Не доверяю,"Скорее политикам, чем СМИ",Никогда,Слышал,Не слышал,Слышал,Мне всё равно,Полностью согласен,"Скорее серьёзный, чем развлекательный",Неагрессивный,Затрудняюсь ответить
562,2/18/21 17:21:56,2/18/21 17:25:00,19,Мужской,МГОТУ,0, технический,1,Скорее слежу,Затрудняюсь ответить,Скорее всего оказывает,В большей степени в интересах целевой аудитории,,Всегда,Затрудняюсь ответить,"Скорее СМИ, чем политикам",Никогда,Не слышал,Не слышал,Слышал,Всегда пытаюсь,Затрудняюсь ответить,"Серьёзный характер, там обсуждаются важные вопросы",Скорее неагрессивный,"Да, должны"
563,2/18/21 17:42:32,2/18/21 17:44:16,22,Мужской,МГОТУ,0, технический,1,Скорее слежу,Скорее не считаю,Безусловно оказывает,Только в интересах владельца,,Всегда,Скорее не доверяю,"Скорее политикам, чем СМИ",Никогда,Не слышал,Слышал,Слышал,Скорее пытаюсь ,Полностью согласен,"Несерьёзный характер, там обсуждаются неважные вопросы",Всегда,"Да, должны"
564,2/18/21 18:01:49,2/18/21 18:04:47,19,Женский,МГОТУ им А.А. Леонова,0, технический,1,Скорее не слежу,Затрудняюсь ответить,Безусловно оказывает,Скорее в интересах владельца,,Затрудняюсь ответить,Скорее не доверяю,Затрудняюсь ответить,Никогда,Слышал,Слышал,Слышал,Всегда пытаюсь,Скорее согласен,"Скорее серьёзный, чем развлекательный",Иногда скорее агрессивный,"Да, должны"
565,2/18/21 18:13:11,2/18/21 18:17:08,19,Мужской,МГОТУ,0, технический,1,Скорее не слежу,Затрудняюсь ответить,Скорее всего оказывает,В большей степени в интересах целевой аудитории,,Скорее нет,Скорее не доверяю,Затрудняюсь ответить,Никогда,Не слышал,Слышал,Слышал,Мне всё равно,Скорее согласен,Затрудняюсь ответить,Иногда скорее агрессивный,"Да, должны"
566,2/18/21 18:47:06,2/18/21 18:49:25,18,Мужской,Мготу ,0, технический,1,Затрудняюсь ответить ,Безусловно не считаю,Безусловно оказывает,Только в интересах владельца,,Всегда,Не доверяю,"Скорее политикам, чем СМИ",Никогда,Не слышал,Не слышал,Не слышал,Скорее пытаюсь ,Полностью согласен,"Несерьёзный характер, там обсуждаются неважные вопросы",Иногда скорее агрессивный,"Да, должны"
567,2/18/21 18:53:56,2/18/21 18:56:24,18,Мужской,МГОТУ,0, технический,1,Постоянно не слежу,Скорее cчитаю,Затрудняюсь ответить,Затрудняюсь ответить,,Затрудняюсь ответить,Доверяю,Политикам,Скорее редко,Слышал,Слышал,Слышал,Скорее пытаюсь ,Скорее не согласен,"Скорее серьёзный, чем развлекательный",Скорее неагрессивный,Затрудняюсь ответить
568,2/18/21 19:26:04,2/18/21 19:28:05,19,Мужской,Технологический университет г. Королёв,0, технический,1,Скорее не слежу,Безусловно не считаю,Безусловно оказывает,Только в интересах владельца,,Скорее да,Не доверяю,"Скорее политикам, чем СМИ",Никогда,Слышал,Слышал,Слышал,Скорее не пытаюсь,Полностью согласен,"Скорее серьёзный, чем развлекательный",Иногда скорее агрессивный,"Да, должны"
569,2/18/21 19:36:57,2/18/21 19:39:09,20,Мужской,МГОТУ,0, технический,1,Скорее не слежу,Затрудняюсь ответить,Скорее всего оказывает,Скорее в интересах владельца,,Всегда,Затрудняюсь ответить,"Скорее политикам, чем СМИ",Никогда,Не слышал,Слышал,Не слышал,Скорее пытаюсь ,Скорее согласен,"Скорее развлекательный, чем серьёзный",Затрудняюсь ответить,"Скорее да, должны"
570,2/18/21 19:43:22,2/18/21 19:48:30,18,Мужской,МГОТУ,0, технический,1,Скорее слежу,Затрудняюсь ответить,Скорее всего оказывает,Скорее в интересах владельца,,Всегда,Затрудняюсь ответить,"Скорее политикам, чем СМИ",Скорее редко,Слышал,Слышал,Слышал,Скорее пытаюсь ,Полностью согласен,"Серьёзный характер, там обсуждаются важные вопросы",Затрудняюсь ответить,Не должны
571,2/18/21 19:46:31,2/18/21 19:53:10,17,Мужской,Мготу,0, технический,1,Скорее не слежу,Затрудняюсь ответить,Затрудняюсь ответить,Скорее в интересах владельца,,Всегда,Затрудняюсь ответить,Затрудняюсь ответить,Никогда,Не слышал,Не слышал,Слышал,Всегда пытаюсь,Затрудняюсь ответить,"Скорее серьёзный, чем развлекательный",Затрудняюсь ответить,"Скорее да, должны"
572,2/18/21 19:53:20,2/18/21 19:55:23,21,Мужской,ТУ им. Леонова ,0, технический,1,Скорее слежу,Скорее не считаю,Безусловно оказывает,Затрудняюсь ответить,,Скорее да,Скорее доверяю,Затрудняюсь ответить,Никогда,Не слышал,Слышал,Слышал,Скорее пытаюсь ,Скорее согласен,"Скорее серьёзный, чем развлекательный",Затрудняюсь ответить,"Скорее да, должны"
573,2/18/21 19:59:23,2/18/21 20:02:34,22,Мужской,МГОТУ,0, технический,1,Скорее слежу,Скорее не считаю,Безусловно оказывает,Скорее в интересах владельца,,Всегда,Скорее не доверяю,"Скорее политикам, чем СМИ",Скорее редко,Не слышал,Слышал,Слышал,Затрудняюсь ответить,Скорее согласен,"Скорее серьёзный, чем развлекательный",Иногда скорее агрессивный,"Скорее да, должны"
574,2/18/21 20:11:11,2/18/21 20:19:35,22,Женский,МГОТУ,0, технический,1,Постоянно слежу,Скорее cчитаю,Скорее всего оказывает,Затрудняюсь ответить,,Всегда,Затрудняюсь ответить,"Скорее СМИ, чем политикам",Скорее часто,Не слышал,Не слышал,Не слышал,Скорее пытаюсь ,Не согласен,"Серьёзный характер, там обсуждаются важные вопросы",Иногда скорее агрессивный,"Скорее да, должны"
575,2/18/21 20:25:36,2/18/21 20:29:33,20,Мужской,Технологический университет ,0, технический,1,Скорее не слежу,Затрудняюсь ответить,Скорее всего оказывает,В большей степени в интересах целевой аудитории,,Затрудняюсь ответить,Скорее доверяю,Затрудняюсь ответить,Никогда,Не слышал,Не слышал,Не слышал,Мне всё равно,Скорее согласен,Затрудняюсь ответить,Иногда скорее агрессивный,"Да, должны"
576,2/18/21 20:32:00,2/18/21 20:36:50,22,Мужской,МГОТУ,0, технический,1,Постоянно слежу,Безусловно не считаю,Безусловно оказывает,Только в интересах владельца,,Всегда,Не доверяю,Политикам,Никогда,Слышал,Не слышал,Слышал,Скорее пытаюсь ,Полностью согласен,"Скорее развлекательный, чем серьёзный",Всегда,"Да, должны"
577,2/18/21 21:08:38,2/18/21 21:11:06,22,Женский,Мготу,0, технический,1,Скорее слежу,Скорее не считаю,Безусловно оказывает,Скорее в интересах владельца,,Всегда,Затрудняюсь ответить,"Скорее политикам, чем СМИ",Скорее редко,Слышал,Не слышал,Не слышал,Затрудняюсь ответить,Полностью согласен,"Скорее развлекательный, чем серьёзный",Иногда скорее агрессивный,"Да, должны"
578,2/18/21 21:07:48,2/18/21 21:11:22,19,Мужской,РУДН ,0,скорее технический,1,Постоянно слежу,Затрудняюсь ответить,Скорее всего оказывает,Затрудняюсь ответить,,Всегда,Затрудняюсь ответить,"Скорее СМИ, чем политикам",Скорее часто,Слышал,Слышал,Слышал,Скорее пытаюсь ,Полностью согласен,"Скорее развлекательный, чем серьёзный",Иногда скорее агрессивный,"Да, должны"
579,2/18/21 21:22:21,2/18/21 21:25:08,24,Женский,Мготу ,0, технический,1,Постоянно слежу,Затрудняюсь ответить,Безусловно оказывает,Скорее в интересах владельца,,Всегда,Скорее не доверяю,"Скорее СМИ, чем политикам",Скорее редко,Слышал,Слышал,Слышал,Скорее не пытаюсь,Полностью согласен,Затрудняюсь ответить,Затрудняюсь ответить,"Да, должны"
580,2/18/21 21:28:43,2/18/21 21:30:18,22,Женский,МГОТУ,0, технический,1,Скорее не слежу,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Никогда,Слышал,Не слышал,Не слышал,Скорее не пытаюсь,Скорее согласен,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить
581,2/18/21 21:27:56,2/18/21 21:31:32,22,Женский,МГОТУ им. А.А.Леонова,0, технический,1,Скорее слежу,Затрудняюсь ответить,Скорее всего оказывает,Скорее в интересах владельца,,Всегда,Скорее не доверяю,Затрудняюсь ответить,Никогда,Не слышал,Слышал,Слышал,Скорее пытаюсь ,Скорее согласен,"Скорее серьёзный, чем развлекательный",Иногда скорее агрессивный,"Да, должны"
582,2/18/21 22:16:23,2/18/21 22:18:38,19,Мужской,Технологический университет г. Королёв ,0, технический,1,Скорее слежу,Затрудняюсь ответить,Затрудняюсь ответить,Скорее в интересах владельца,,Всегда,Затрудняюсь ответить,"Скорее СМИ, чем политикам",Никогда,Слышал,Не слышал,Слышал,Скорее пытаюсь ,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,"Скорее да, должны"
583,2/18/21 22:29:09,2/18/21 22:32:33,20,Мужской,Мготу,0, технический,1,Скорее не слежу,Затрудняюсь ответить,Скорее всего оказывает,В большей степени в интересах целевой аудитории,,Затрудняюсь ответить,Скорее не доверяю,Затрудняюсь ответить,Скорее редко,Затрудняюсь ответить,Не слышал,Слышал,Затрудняюсь ответить,Скорее не согласен,"Скорее серьёзный, чем развлекательный",Скорее неагрессивный,Скорее не должны
584,2/18/21 22:43:33,2/18/21 22:47:45,18,Женский,Мготу,0, технический,1,Скорее слежу,Затрудняюсь ответить,Скорее всего оказывает,Затрудняюсь ответить,,Всегда,Затрудняюсь ответить,Затрудняюсь ответить,Скорее часто,Не слышал,Слышал,Слышал,Всегда пытаюсь,Полностью согласен,"Скорее серьёзный, чем развлекательный",Затрудняюсь ответить,"Да, должны"
585,2/18/21 22:43:22,2/18/21 22:52:29,20,Женский,"МГОТУ им. А. А. Леонова (ФТА, КИУЭС)",0, технический,1,Затрудняюсь ответить ,Скорее не считаю,Скорее всего оказывает,Затрудняюсь ответить,,Скорее нет,Затрудняюсь ответить,"Скорее политикам, чем СМИ",Никогда,Не слышал,Не слышал,Затрудняюсь ответить,Скорее не пытаюсь,Затрудняюсь ответить,"Скорее серьёзный, чем развлекательный",Иногда скорее агрессивный,Затрудняюсь ответить
586,2/18/21 22:55:31,2/18/21 22:58:19,23,Женский,МГОТУ,0, технический,1,Скорее слежу,Безусловно не считаю,Безусловно оказывает,Только в интересах владельца,,Всегда,Скорее не доверяю,"Скорее политикам, чем СМИ",Затрудняюсь ответить,Слышал,Затрудняюсь ответить,Слышал,Скорее пытаюсь ,Полностью согласен,"Серьёзный характер, там обсуждаются важные вопросы",Всегда,Затрудняюсь ответить
587,2/18/21 23:00:38,2/18/21 23:02:32,21,Мужской,Мготу,0, технический,1,Скорее слежу,Скорее не считаю,Безусловно оказывает,Затрудняюсь ответить,,Скорее да,Затрудняюсь ответить,Затрудняюсь ответить,Скорее редко,Не слышал,Не слышал,Слышал,Скорее не пытаюсь,Полностью согласен,"Скорее серьёзный, чем развлекательный",Иногда скорее агрессивный,"Скорее да, должны"
588,2/18/21 23:00:56,2/18/21 23:03:24,21,Мужской,МГОТУ,0, технический,1,Постоянно не слежу,Затрудняюсь ответить,Скорее всего оказывает,Затрудняюсь ответить,,Скорее да,Затрудняюсь ответить,Затрудняюсь ответить,Никогда,Слышал,Не слышал,Слышал,Скорее пытаюсь ,Скорее согласен,Затрудняюсь ответить,Затрудняюсь ответить,"Да, должны"
589,2/18/21 23:05:26,2/18/21 23:07:37,22,Женский,Мготу,0, технический,1,Скорее слежу,Затрудняюсь ответить,Скорее всего оказывает,Только в интересах владельца,,Затрудняюсь ответить,Скорее не доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Не слышал,Не слышал,Не слышал,Мне всё равно,Полностью согласен,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить
590,2/18/21 23:05:02,2/18/21 23:07:58,20,Мужской,МГОТУ,0, технический,1,Скорее слежу,Затрудняюсь ответить,Безусловно оказывает,В большей степени в интересах целевой аудитории,,Скорее да,Затрудняюсь ответить,Затрудняюсь ответить,Никогда,Не слышал,Не слышал,Слышал,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,"Да, должны"
591,2/18/21 23:10:24,2/18/21 23:12:35,18,Мужской,МГОТУ,0,скорее технический,1,Постоянно слежу,Безусловно не считаю,Безусловно оказывает,Только в интересах владельца,,Всегда,Не доверяю,Политикам,Всегда,Слышал,Слышал,Слышал,Всегда пытаюсь,Полностью согласен,"Серьёзный характер, там обсуждаются важные вопросы",Иногда скорее агрессивный,"Да, должны"
592,2/19/21 5:38:23,2/19/21 5:43:46,20,Мужской,МГОТУ,0, технический,1,Постоянно слежу,Затрудняюсь ответить,Скорее всего оказывает,Скорее в интересах владельца,,Всегда,Скорее не доверяю,Затрудняюсь ответить,Никогда,Не слышал,Слышал,Слышал,Скорее пытаюсь ,Скорее согласен,"Несерьёзный характер, там обсуждаются неважные вопросы",Иногда скорее агрессивный,"Да, должны"
593,2/19/21 8:42:10,2/19/21 8:56:08,34,Женский,Технологический Университет ИМ А.А. Леонова ,0,скорее социо-гуманитарный,0,Постоянно слежу,Скорее cчитаю,Безусловно оказывает,В большей степени в интересах целевой аудитории,,Всегда,Скорее доверяю,"Скорее СМИ, чем политикам",Скорее часто,Слышал,Слышал,Слышал,Всегда пытаюсь,Полностью согласен,"Скорее серьёзный, чем развлекательный",Иногда скорее агрессивный,"Да, должны"
594,2/19/21 10:29:09,2/19/21 10:31:36,19,Женский,МГОТУ,0, технический,1,Постоянно слежу,Безусловно не считаю,Безусловно оказывает,Скорее в интересах владельца,,Всегда,Скорее не доверяю,Политикам,Никогда,Не слышал,Не слышал,Слышал,Всегда пытаюсь,Полностью согласен,"Серьёзный характер, там обсуждаются важные вопросы",Иногда скорее агрессивный,"Да, должны"
595,2/19/21 10:41:17,2/19/21 10:46:44,20,Мужской,МГОТУ,0, технический,1,Постоянно слежу,Скорее не считаю,Безусловно оказывает,Скорее в интересах владельца,,Скорее да,Скорее не доверяю,"Скорее политикам, чем СМИ",Никогда,Не слышал,Не слышал,Слышал,Скорее пытаюсь ,Полностью согласен,"Серьёзный характер, там обсуждаются важные вопросы",Иногда скорее агрессивный,"Да, должны"
596,2/19/21 10:54:38,2/19/21 11:00:22,19,Мужской,Технологический университет,0, технический,1,Скорее слежу,Затрудняюсь ответить,Скорее всего оказывает,Скорее в интересах владельца,,Нет,Скорее не доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Слышал,Слышал,Слышал,Скорее пытаюсь ,Скорее согласен,Затрудняюсь ответить,Затрудняюсь ответить,Скорее не должны
597,2/19/21 11:05:09,2/19/21 11:08:32,20,Мужской,МГОТУ,0, технический,1,Постоянно слежу,Скорее не считаю,Безусловно оказывает,Только в интересах владельца,,Нет,Скорее не доверяю,Политикам,Затрудняюсь ответить,Не слышал,Слышал,Слышал,Мне всё равно,Полностью согласен,"Скорее серьёзный, чем развлекательный",Затрудняюсь ответить,Затрудняюсь ответить
598,2/19/21 12:27:08,2/19/21 12:29:33,19,Мужской,МГОТУ,0, технический,1,Постоянно слежу,Затрудняюсь ответить,Безусловно оказывает,Скорее в интересах владельца,,Всегда,Затрудняюсь ответить,Затрудняюсь ответить,Никогда,Слышал,Затрудняюсь ответить,Слышал,Скорее пытаюсь ,Скорее согласен,"Скорее серьёзный, чем развлекательный",Иногда скорее агрессивный,"Да, должны"
599,2/19/21 12:27:35,2/19/21 12:30:01,19,Мужской,МГОТУ,0, технический,1,Затрудняюсь ответить ,Безусловно не считаю,Безусловно оказывает,Только в интересах владельца,,Скорее да,Скорее не доверяю,Затрудняюсь ответить,Никогда,Слышал,Слышал,Слышал,Скорее пытаюсь ,Скорее согласен,"Несерьёзный характер, там обсуждаются неважные вопросы",Всегда,Затрудняюсь ответить
600,2/19/21 12:24:59,2/19/21 12:30:04,21,Мужской,МГОТУ,0, технический,1,Постоянно слежу,Безусловно не считаю,Безусловно оказывает,Скорее в интересах владельца,,Всегда,Не доверяю,Затрудняюсь ответить,Никогда,Слышал,Слышал,Слышал,Затрудняюсь ответить,Полностью согласен,"Скорее развлекательный, чем серьёзный",Иногда скорее агрессивный,Скорее не должны
601,2/19/21 12:31:14,2/19/21 12:32:58,21,Мужской,МГОТУ,0, технический,1,Постоянно слежу,Безусловно не считаю,Безусловно оказывает,Только в интересах владельца,,Всегда,Не доверяю,Политикам,Всегда,Слышал,Слышал,Слышал,Всегда пытаюсь,Полностью согласен,Затрудняюсь ответить,Всегда,"Да, должны"
602,2/19/21 13:01:50,2/19/21 13:04:25,18,Мужской,"Технологический университет имени дважды Героя Советского Союза, летчика-космонавта А.А. Леонова",0, технический,1,Постоянно слежу,Затрудняюсь ответить,Безусловно оказывает,Затрудняюсь ответить,,Скорее да,Скорее не доверяю,Затрудняюсь ответить,Скорее часто,Не слышал,Слышал,Слышал,Скорее пытаюсь ,Скорее согласен,"Серьёзный характер, там обсуждаются важные вопросы",Иногда скорее агрессивный,Не должны
603,2/19/21 13:06:47,2/19/21 13:09:01,19,Мужской,Мготу,0, технический,1,Скорее слежу,Затрудняюсь ответить,Скорее всего не оказывает,Только в интересах владельца,,Всегда,Не доверяю,Политикам,Никогда,Слышал,Слышал,Слышал,Скорее пытаюсь ,Скорее согласен,"Скорее развлекательный, чем серьёзный",Затрудняюсь ответить,Затрудняюсь ответить
604,2/19/21 13:24:29,2/19/21 13:28:18,19,Женский,МГОТУ ,0, технический,1,Постоянно слежу,Скорее не считаю,Безусловно оказывает,Затрудняюсь ответить,,Всегда,Затрудняюсь ответить,Затрудняюсь ответить,Никогда,Слышал,Слышал,Слышал,Всегда пытаюсь,Полностью согласен,Затрудняюсь ответить,Всегда,Затрудняюсь ответить
605,2/19/21 13:26:14,2/19/21 13:29:56,22,Мужской,МГОТУ,0, технический,1,Скорее слежу,Скорее не считаю,Скорее всего оказывает,Скорее в интересах владельца,,Всегда,Затрудняюсь ответить,"Скорее политикам, чем СМИ",Никогда,Слышал,Не слышал,Не слышал,Всегда пытаюсь,Скорее согласен,"Несерьёзный характер, там обсуждаются неважные вопросы",Иногда скорее агрессивный,"Да, должны"
606,2/19/21 13:27:39,2/19/21 13:29:59,21,Женский,МГОТУ,0, технический,1,Скорее не слежу,Безусловно не считаю,Скорее всего оказывает,Только в интересах владельца,,Скорее нет,Скорее не доверяю,"Скорее СМИ, чем политикам",Скорее редко,Слышал,Не слышал,Не слышал,Скорее не пытаюсь,Скорее согласен,Затрудняюсь ответить,Скорее неагрессивный,"Да, должны"
607,2/19/21 13:31:42,2/19/21 13:36:48,23,Женский,МГОТУ,0, технический,1,Постоянно не слежу,Скорее не считаю,Скорее всего не оказывает,Скорее в интересах владельца,,Скорее да,Скорее доверяю,Затрудняюсь ответить,Никогда,Слышал,Не слышал,Слышал,Мне всё равно,Полностью согласен,"Несерьёзный характер, там обсуждаются неважные вопросы",Иногда скорее агрессивный,"Да, должны"
